City,Value,ValueFaux,y
Alexia,72,-1000,0
Alexina,56,-1000,0
Alexine,45,-1000,0
Alexis,44,-1000,0
Alfi,26,-1000,0
Alfie,27,-1000,0
Alfreda,66,-1000,0
Alfy,39,-1000,0
Ali,62,-1000,0
Alia,31,-1000,0
Alica,77,-1000,0
Alice,91,-1000,0
Alicea,20,-1000,0
Alicia,89,-1000,0
Alida,46,-1000,0
Alidia,9,-1000,0
Alie,7,-1000,0
Alika,63,-1000,0
Alikee,79,-1000,0
Alina,56,-1000,0
Aline,52,-1000,0
Alis,27,-1000,0
Alisa,42,-1000,0
Alisha,30,-1000,0
Alison,99,-1000,0
Alissa,82,-1000,0
Alisun,64,-1000,0
Alix,30,-1000,0
Aliza,3,-1000,0
Alla,82,-1000,0
Alleen,74,-1000,0
Allegra,43,-1000,0
Allene,7,-1000,0
Alli,39,-1000,0
Allianora,49,-1000,0
Allie,96,-1000,0
Allina,89,-1000,0
Allis,54,-1000,0
Allison,44,-1000,0
Allissa,13,-1000,0
Allix,62,-1000,0
Allsun,15,-1000,0
Allx,20,-1000,0
Ally,77,-1000,0
Allyce,21,-1000,0
Allyn,55,-1000,0
Allys,57,-1000,0
Allyson,34,-1000,0
Alma,70,-1000,0
Almeda,91,-1000,0
Almeria,46,-1000,0
Almeta,16,-1000,0
Almira,81,-1000,0
Almire,80,-1000,0
Aloise,98,-1000,0
Aloisia,35,-1000,0
Aloysia,31,-1000,0
Alta,51,-1000,0
Althea,58,-1000,0
Alvera,40,-1000,0
Alverta,4,-1000,0
Alvina,27,-1000,0
Alvinia,26,-1000,0
Alvira,98,-1000,0
Alyce,65,-1000,0
Alyda,27,-1000,0
Alys,38,-1000,0
Alysa,2,-1000,0
Alyse,53,-1000,0
Alysia,64,-1000,0
Alyson,28,-1000,0
Alyss,33,-1000,0
Alyssa,83,-1000,0
Amabel,92,-1000,0
Amabelle,23,-1000,0
Amalea,32,-1000,0
Amalee,73,-1000,0
Amaleta,74,-1000,0
Amalia,6,-1000,0
Amalie,51,-1000,0
Amalita,76,-1000,0
Amalle,95,-1000,0
Amanda,38,-1000,0
Amandi,35,-1000,0
Amandie,45,-1000,0
Amandy,73,-1000,0
Amara,88,-1000,0
Amargo,4,-1000,0
Amata,84,-1000,0
Amber,56,-1000,0
Amberly,69,-1000,0
Ambur,60,-1000,0
Ame,20,-1000,0
Amelia,35,-1000,0
Amelie,12,-1000,0
Amelina,8,-1000,0
Ameline,39,-1000,0
Amelita,93,-1000,0
Ami,38,-1000,0
Amie,43,-1000,0
Amii,41,-1000,0
Amil,97,-1000,0
Amitie,8,-1000,0
Amity,73,-1000,0
Ammamaria,56,-1000,0
Amy,34,-1000,0
Amye,66,-1000,0
Ana,82,-1000,0
Anabal,5,-1000,0
Anabel,84,-1000,0
Anabella,35,-1000,0
Anabelle,7,-1000,0
Analiese,27,-1000,0
Analise,34,-1000,0
Anallese,65,-1000,0
Anallise,52,-1000,0
Anastasia,55,-1000,0
Anastasie,82,-1000,0
Anastassia,94,-1000,0
Anatola,55,-1000,0
Andee,96,-1000,0
Andeee,48,-1000,0
Anderea,1,-1000,0
Andi,97,-1000,0
Andie,61,-1000,0
Andra,47,-1000,0
Andrea,44,-1000,0
Andreana,87,-1000,0
Andree,60,-1000,0
Andrei,1,-1000,0
Andria,46,-1000,0
Andriana,84,-1000,0
Andriette,18,-1000,0
Andromache,26,-1000,0
Andy,82,-1000,0
Anestassia,84,-1000,0
Anet,71,-1000,0
Anett,78,-1000,0
Anetta,38,-1000,0
Anette,40,-1000,0
Ange,62,-1000,0
Angel,78,-1000,0
Angela,19,-1000,0
Angele,5,-1000,0
Angelia,15,-1000,0
Angelica,32,-1000,0
Angelika,56,-1000,0
Angelina,48,-1000,0
Angeline,7,-1000,0
Angelique,82,-1000,0
Angelita,43,-1000,0
Angelle,56,-1000,0
Angie,35,-1000,0
Angil,28,-1000,0
Angy,60,-1000,0
Ania,28,-1000,0
Anica,15,-1000,0
Anissa,89,-1000,0
Anita,39,-1000,0
Anitra,55,-1000,0
Anjanette,12,-1000,0
Anjela,57,-1000,0
Ann,51,-1000,0
Ann-Marie,37,-1000,0
Anna,50,-1000,0
Anna-Diana,17,-1000,0
Anna-Diane,94,-1000,0
Anna-Maria,13,-1000,0
Annabal,93,-1000,0
Annabel,16,-1000,0
Annabela,45,-1000,0
Annabell,15,-1000,0
Annabella,65,-1000,0
Annabelle,20,-1000,0
Annadiana,60,-1000,0
Annadiane,85,-1000,0
Annalee,15,-1000,0
Annaliese,61,-1000,0
Annalise,10,-1000,0
Annamaria,89,-1000,0
Annamarie,70,-1000,0
Anne,17,-1000,0
Anne-Corinne,34,-1000,0
Anne-Marie,50,-1000,0
Annecorinne,39,-1000,0
Anneliese,81,-1000,0
Annelise,37,-1000,0
Annemarie,69,-1000,0
Annetta,66,-1000,0
Annette,70,-1000,0
Anni,68,-1000,0
Annice,0,-1000,0
Annie,39,-1000,0
Annis,54,-1000,0
Annissa,46,-1000,0
Annmaria,31,-1000,0
Annmarie,84,-1000,0
Annnora,78,-1000,0
Annora,50,-1000,0
Anny,96,-1000,0
Anselma,34,-1000,0
Ansley,14,-1000,0
Anstice,45,-1000,0
Anthe,43,-1000,0
Anthea,93,-1000,0
Anthia,11,-1000,0
Anthiathia,55,-1000,0
Antoinette,51,-1000,0
Antonella,24,-1000,0
Antonetta,75,-1000,0
Antonia,14,-1000,0
Antonie,75,-1000,0
Antonietta,21,-1000,0
Antonina,89,-1000,0
Anya,54,-1000,0
Appolonia,51,-1000,0
April,18,-1000,0
Aprilette,52,-1000,0
Ara,41,-1000,0
Arabel,2,-1000,0
Arabela,77,-1000,0
Arabele,11,-1000,0
Arabella,51,-1000,0
Arabelle,70,-1000,0
Arda,16,-1000,0
Ardath,74,-1000,0
Ardeen,46,-1000,0
Ardelia,24,-1000,0
Ardelis,88,-1000,0
Ardella,32,-1000,0
Ardelle,61,-1000,0
Arden,4,-1000,0
Ardene,9,-1000,0
Ardenia,0,-1000,0
Ardine,85,-1000,0
Ardis,68,-1000,0
Ardisj,62,-1000,0
Ardith,53,-1000,0
Ardra,83,-1000,0
Ardyce,68,-1000,0
Ardys,11,-1000,0
Ardyth,98,-1000,0
Aretha,85,-1000,0
Ariadne,82,-1000,0
Ariana,4,-1000,0
Aridatha,2,-1000,0
Ariel,91,-1000,0
Ariela,68,-1000,0
Ariella,86,-1000,0
Arielle,35,-1000,0
Arlana,26,-1000,0
Arlee,21,-1000,0
Arleen,68,-1000,0
Arlen,48,-1000,0
Arlena,29,-1000,0
Arlene,27,-1000,0
Arleta,26,-1000,0
Arlette,78,-1000,0
Arleyne,29,-1000,0
Arlie,96,-1000,0
Arliene,64,-1000,0
Arlina,12,-1000,0
Arlinda,8,-1000,0
Arline,4,-1000,0
Arluene,76,-1000,0
Arly,23,-1000,0
Arlyn,4,-1000,0
Arlyne,55,-1000,0
Aryn,80,-1000,0
Ashely,12,-1000,0
Ashia,66,-1000,0
Ashien,17,-1000,0
Ashil,89,-1000,0
Ashla,58,-1000,0
Ashlan,40,-1000,0
Ashlee,27,-1000,0
Ashleigh,77,-1000,0
Ashlen,5,-1000,0
Ashley,65,-1000,0
Ashli,75,-1000,0
Ashlie,23,-1000,0
Ashly,1,-1000,0
Asia,80,-1000,0
Astra,56,-1000,0
Astrid,97,-1000,0
Astrix,1,-1000,0
Atalanta,51,-1000,0
Athena,26,-1000,0
Athene,60,-1000,0
Atlanta,84,-1000,0
Atlante,47,-1000,0
Auberta,18,-1000,0
Aubine,81,-1000,0
Aubree,41,-1000,0
Aubrette,78,-1000,0
Aubrey,40,-1000,0
Aubrie,4,-1000,0
Aubry,72,-1000,0
Audi,18,-1000,0
Audie,61,-1000,0
Audra,33,-1000,0
Audre,98,-1000,0
Audrey,19,-1000,0
Audrie,73,-1000,0
Audry,5,-1000,0
Audrye,68,-1000,0
Audy,33,-1000,0
Augusta,32,-1000,0
Auguste,53,-1000,0
Augustina,17,-1000,0
Augustine,3,-1000,0
Aundrea,70,-1000,0
Aura,63,-1000,0
Aurea,84,-1000,0
Aurel,25,-1000,0
Aurelea,1,-1000,0
Aurelia,87,-1000,0
Aurelie,22,-1000,0
Auria,28,-1000,0
Aurie,26,-1000,0
Aurilia,3,-1000,0
Aurlie,52,-1000,0
Auroora,0,-1000,0
Aurora,15,-1000,0
Aurore,14,-1000,0
Austin,92,-1000,0
Austina,34,-1000,0
Austine,13,-1000,0
Ava,50,-1000,0
Aveline,88,-1000,0
Averil,56,-1000,0
Averyl,48,-1000,0
Avie,32,-1000,0
Avis,20,-1000,0
Aviva,46,-1000,0
Avivah,71,-1000,0
Avril,80,-1000,0
Avrit,49,-1000,0
Ayn,67,-1000,0
Bab,56,-1000,0
Babara,55,-1000,0
Babb,42,-1000,0
Babbette,15,-1000,0
Babbie,58,-1000,0
Babette,93,-1000,0
Babita,99,-1000,0
Babs,21,-1000,0
Bambi,11,-1000,0
Bambie,36,-1000,0
Bamby,7,-1000,0
Barb,69,-1000,0
Barbabra,16,-1000,0
Barbara,49,-1000,0
Barbara-Anne,4,-1000,0
Barbaraanne,13,-1000,0
Barbe,65,-1000,0
Barbee,81,-1000,0
Barbette,83,-1000,0
Barbey,41,-1000,0
Barbi,9,-1000,0
Barbie,57,-1000,0
Barbra,76,-1000,0
Barby,31,-1000,0
Bari,0,-1000,0
Barrie,61,-1000,0
Barry,97,-1000,0
Basia,1,-1000,0
Bathsheba,35,-1000,0
Batsheva,88,-1000,0
Bea,48,-1000,0
Beatrice,54,-1000,0
Beatrisa,22,-1000,0
Beatrix,28,-1000,0
Beatriz,95,-1000,0
Bebe,22,-1000,0
Becca,79,-1000,0
Becka,21,-1000,0
Becki,34,-1000,0
Beckie,81,-1000,0
Becky,93,-1000,0
Bee,98,-1000,0
Beilul,54,-1000,0
Beitris,85,-1000,0
Bekki,93,-1000,0
Bel,20,-1000,0
Belia,70,-1000,0
Belicia,97,-1000,0
Belinda,14,-1000,0
Belita,74,-1000,0
Bell,71,-1000,0
Bella,54,-1000,0
Bellanca,64,-1000,0
Belle,85,-1000,0
Bellina,23,-1000,0
Belva,82,-1000,0
Belvia,57,-1000,0
Bendite,55,-1000,0
Benedetta,22,-1000,0
Benedicta,78,-1000,0
Benedikta,65,-1000,0
Benetta,99,-1000,0
Benita,74,-1000,0
Benni,49,-1000,0
Bennie,91,-1000,0
Benny,75,-1000,0
Benoite,35,-1000,0
Berenice,72,-1000,0
Beret,52,-1000,0
Berget,49,-1000,0
Berna,20,-1000,0
Bernadene,95,-1000,0
Bernadette,71,-1000,0
Bernadina,58,-1000,0
Bernadine,82,-1000,0
Bernardina,85,-1000,0
Bernardine,72,-1000,0
Bernelle,93,-1000,0
Bernete,50,-1000,0
Bernetta,30,-1000,0
Bernette,46,-1000,0
Berni,73,-1000,0
Bernice,30,-1000,0
Bernie,15,-1000,0
Bernita,44,-1000,0
Berny,20,-1000,0
Berri,40,-1000,0
Berrie,82,-1000,0
Berry,57,-1000,0
Bert,37,-1000,0
Berta,73,-1000,0
Berte,85,-1000,0
Bertha,14,-1000,0
Berthe,49,-1000,0
Berti,32,-1000,0
Bertie,37,-1000,0
Bertina,17,-1000,0
Bertine,37,-1000,0
Berty,69,-1000,0
Beryl,74,-1000,0
Beryle,3,-1000,0
Bess,21,-1000,0
Bessie,26,-1000,0
Bessy,16,-1000,0
Beth,80,-1000,0
Bethanne,14,-1000,0
Bethany,96,-1000,0
Bethena,19,-1000,0
Bethina,42,-1000,0
Betsey,1,-1000,0
Betsy,66,-1000,0
Betta,30,-1000,0
Bette,47,-1000,0
Bette-Ann,57,-1000,0
Betteann,24,-1000,0
Betteanne,73,-1000,0
Betti,49,-1000,0
Bettina,17,-1000,0
Bettine,35,-1000,0
Betty,75,-1000,0
Bettye,48,-1000,0
Beulah,41,-1000,0
Bev,85,-1000,0
Beverie,85,-1000,0
Beverlee,40,-1000,0
Beverley,28,-1000,0
Beverlie,0,-1000,0
Beverly,62,-1000,0
Bevvy,3,-1000,0
Bianca,6,-1000,0
Bianka,51,-1000,0
Bibbie,67,-1000,0
Bibby,48,-1000,0
Bibbye,89,-1000,0
Bibi,20,-1000,0
Biddie,82,-1000,0
Biddy,6,-1000,0
Bidget,54,-1000,0
Bili,79,-1000,0
Bill,66,-1000,0
Billi,89,-1000,0
Billie,73,-1000,0
Billy,23,-1000,0
Billye,36,-1000,0
Binni,27,-1000,0
Binnie,44,-1000,0
Binny,25,-1000,0
Bird,18,-1000,0
Birdie,55,-1000,0
Birgit,12,-1000,0
Birgitta,25,-1000,0
Blair,1,-1000,0
Blaire,2,-1000,0
Blake,10,-1000,0
Blakelee,7,-1000,0
Blakeley,54,-1000,0
Blanca,84,-1000,0
Blanch,91,-1000,0
Blancha,29,-1000,0
Blanche,38,-1000,0
Blinni,37,-1000,0
Blinnie,17,-1000,0
Blinny,46,-1000,0
Bliss,93,-1000,0
Blisse,34,-1000,0
Blithe,81,-1000,0
Blondell,33,-1000,0
Blondelle,11,-1000,0
Blondie,90,-1000,0
Blondy,39,-1000,0
Blythe,64,-1000,0
Bobbe,45,-1000,0
Bobbee,59,-1000,0
Bobbette,92,-1000,0
Bobbi,7,-1000,0
Bobbie,33,-1000,0
Bobby,0,-1000,0
Bobbye,37,-1000,0
Bobette,90,-1000,0
Bobina,3,-1000,0
Bobine,53,-1000,0
Bobinette,88,-1000,0
Bonita,77,-1000,0
Bonnee,77,-1000,0
Bonni,49,-1000,0
Bonnibelle,42,-1000,0
Bonnie,93,-1000,0
Bonny,99,-1000,0
Brana,29,-1000,0
Brandais,10,-1000,0
Brande,76,-1000,0
Brandea,8,-1000,0
Brandi,25,-1000,0
Brandice,94,-1000,0
Brandie,94,-1000,0
Brandise,80,-1000,0
Brandy,65,-1000,0
Breanne,24,-1000,0
Brear,7,-1000,0
Bree,13,-1000,0
Breena,44,-1000,0
Bren,91,-1000,0
Brena,85,-1000,0
Brenda,79,-1000,0
Brenn,93,-1000,0
Brenna,23,-1000,0
Brett,64,-1000,0
Bria,0,-1000,0
Briana,61,-1000,0
Brianna,25,-1000,0
Brianne,53,-1000,0
Bride,90,-1000,0
Bridget,75,-1000,0
Bridgette,49,-1000,0
Bridie,81,-1000,0
Brier,72,-1000,0
Brietta,66,-1000,0
Brigid,75,-1000,0
Brigida,91,-1000,0
Brigit,14,-1000,0
Brigitta,41,-1000,0
Brigitte,83,-1000,0
Brina,36,-1000,0
Briney,54,-1000,0
Brinn,98,-1000,0
Brinna,50,-1000,0
Briny,34,-1000,0
Brit,3,-1000,0
Brita,13,-1000,0
Britney,38,-1000,0
Britni,81,-1000,0
Britt,36,-1000,0
Britta,69,-1000,0
Brittan,43,-1000,0
Brittaney,84,-1000,0
Brittani,5,-1000,0
Brittany,56,-1000,0
Britte,8,-1000,0
Britteny,9,-1000,0
Brittne,37,-1000,0
Brittney,70,-1000,0
Brittni,46,-1000,0
Brook,96,-1000,0
Brooke,64,-1000,0
Brooks,60,-1000,0
Brunhilda,12,-1000,0
Brunhilde,10,-1000,0
Bryana,72,-1000,0
Bryn,46,-1000,0
Bryna,12,-1000,0
Brynn,28,-1000,0
Brynna,45,-1000,0
Brynne,80,-1000,0
Buffy,58,-1000,0
Bunni,34,-1000,0
Bunnie,26,-1000,0
Bunny,50,-1000,0
Cacilia,6,-1000,0
Cacilie,85,-1000,0
Cahra,19,-1000,0
Cairistiona,53,-1000,0
Caitlin,70,-1000,0
Caitrin,68,-1000,0
Cal,48,-1000,0
Calida,81,-1000,0
Calla,17,-1000,0
Calley,48,-1000,0
Calli,94,-1000,0
Callida,8,-1000,0
Callie,89,-1000,0
Cally,22,-1000,0
Calypso,5,-1000,0
Cam,5,-1000,0
Camala,98,-1000,0
Camel,38,-1000,0
Camella,53,-1000,0
Camellia,87,-1000,0
Cami,82,-1000,0
Camila,57,-1000,0
Camile,61,-1000,0
Camilla,83,-1000,0
Camille,16,-1000,0
Cammi,49,-1000,0
Cammie,37,-1000,0
Cammy,82,-1000,0
Candace,90,-1000,0
Candi,56,-1000,0
Candice,72,-1000,0
Candida,97,-1000,0
Candide,72,-1000,0
Candie,81,-1000,0
Candis,16,-1000,0
Candra,27,-1000,0
Candy,81,-1000,0
Caprice,17,-1000,0
Cara,36,-1000,0
Caralie,36,-1000,0
Caren,8,-1000,0
Carena,84,-1000,0
Caresa,56,-1000,0
Caressa,22,-1000,0
Caresse,99,-1000,0
Carey,25,-1000,0
Cari,59,-1000,0
Caria,23,-1000,0
Carie,10,-1000,0
Caril,11,-1000,0
Carilyn,5,-1000,0
Carin,17,-1000,0
Carina,47,-1000,0
Carine,46,-1000,0
Cariotta,41,-1000,0
Carissa,3,-1000,0
Carita,5,-1000,0
Caritta,41,-1000,0
Carla,64,-1000,0
Carlee,27,-1000,0
Carleen,8,-1000,0
Carlen,13,-1000,0
Carlene,5,-1000,0
Carley,98,-1000,0
Carlie,64,-1000,0
Carlin,79,-1000,0
Carlina,4,-1000,0
Carline,57,-1000,0
Carlita,60,-1000,0
Carlota,85,-1000,0
Carlotta,64,-1000,0
Carly,10,-1000,0
Carlye,33,-1000,0
Carlyn,93,-1000,0
Carlynn,83,-1000,0
Carlynne,82,-1000,0
Carma,25,-1000,0
Carmel,71,-1000,0
Carmela,80,-1000,0
Carmelia,44,-1000,0
Carmelina,26,-1000,0
Carmelita,93,-1000,0
Carmella,62,-1000,0
Carmelle,80,-1000,0
Carmen,50,-1000,0
Carmencita,97,-1000,0
Carmina,97,-1000,0
Carmine,2,-1000,0
Carmita,17,-1000,0
Carmon,75,-1000,0
Caro,27,-1000,0
Carol,50,-1000,0
Carol-Jean,40,-1000,0
Carola,7,-1000,0
Carolan,18,-1000,0
Carolann,17,-1000,0
Carole,8,-1000,0
Carolee,22,-1000,0
Carolin,47,-1000,0
Carolina,95,-1000,0
Caroline,75,-1000,0
Caroljean,94,-1000,0
Carolyn,72,-1000,0
Carolyne,79,-1000,0
Carolynn,49,-1000,0
Caron,59,-1000,0
Carree,30,-1000,0
Carri,29,-1000,0
Carrie,56,-1000,0
Carrissa,67,-1000,0
Carroll,17,-1000,0
Carry,48,-1000,0
Cary,35,-1000,0
Caryl,51,-1000,0
Caryn,29,-1000,0
Casandra,73,-1000,0
Casey,13,-1000,0
Casi,50,-1000,0
Casie,78,-1000,0
Cass,31,-1000,0
Cassandra,7,-1000,0
Cassandre,13,-1000,0
Cassandry,38,-1000,0
Cassaundra,19,-1000,0
Cassey,56,-1000,0
Cassi,10,-1000,0
Cassie,42,-1000,0
Cassondra,60,-1000,0
Cassy,35,-1000,0
Catarina,5,-1000,0
Cate,97,-1000,0
Caterina,61,-1000,0
Catha,81,-1000,0
Catharina,3,-1000,0
Catharine,74,-1000,0
Cathe,17,-1000,0
Cathee,54,-1000,0
Catherin,98,-1000,0
Catherina,34,-1000,0
Catherine,23,-1000,0
Cathi,90,-1000,0
Cathie,1,-1000,0
Cathleen,78,-1000,0
Cathlene,62,-1000,0
Cathrin,12,-1000,0
Cathrine,18,-1000,0
Cathryn,60,-1000,0
Cathy,68,-1000,0
Cathyleen,43,-1000,0
Cati,91,-1000,0
Catie,41,-1000,0
Catina,10,-1000,0
Catlaina,98,-1000,0
Catlee,40,-1000,0
Catlin,81,-1000,0
Catrina,92,-1000,0
Catriona,1,-1000,0
Caty,7,-1000,0
Caye,85,-1000,0
Cayla,47,-1000,0
Cecelia,35,-1000,0
Cecil,88,-1000,0
Cecile,76,-1000,0
Ceciley,4,-1000,0
Cecilia,77,-1000,0
Cecilla,32,-1000,0
Cecily,4,-1000,0
Ceil,53,-1000,0
Cele,18,-1000,0
Celene,72,-1000,0
Celesta,82,-1000,0
Celeste,55,-1000,0
Celestia,48,-1000,0
Celestina,9,-1000,0
Celestine,76,-1000,0
Celestyn,55,-1000,0
Celestyna,39,-1000,0
Celia,23,-1000,0
Celie,41,-1000,0
Celina,11,-1000,0
Celinda,73,-1000,0
Celine,1,-1000,0
Celinka,75,-1000,0
Celisse,95,-1000,0
Celka,92,-1000,0
Celle,53,-1000,0
Cesya,48,-1000,0
Chad,78,-1000,0
Chanda,59,-1000,0
Chandal,79,-1000,0
Chandra,70,-1000,0
Channa,8,-1000,0
Chantal,55,-1000,0
Chantalle,18,-1000,0
Charil,29,-1000,0
Charin,80,-1000,0
Charis,44,-1000,0
Charissa,29,-1000,0
Charisse,37,-1000,0
Charita,38,-1000,0
Charity,18,-1000,0
Charla,15,-1000,0
Charlean,95,-1000,0
Charleen,23,-1000,0
Charlena,76,-1000,0
Charlene,79,-1000,0
Charline,19,-1000,0
Charlot,40,-1000,0
Charlotta,22,-1000,0
Charlotte,9,-1000,0
Charmain,68,-1000,0
Charmaine,6,-1000,0
Charmane,63,-1000,0
Charmian,87,-1000,0
Charmine,13,-1000,0
Charmion,56,-1000,0
Charo,93,-1000,0
Charyl,85,-1000,0
Chastity,80,-1000,0
Chelsae,32,-1000,0
Chelsea,98,-1000,0
Chelsey,1,-1000,0
Chelsie,26,-1000,0
Chelsy,71,-1000,0
Cher,19,-1000,0
Chere,1,-1000,0
Cherey,87,-1000,0
Cheri,81,-1000,0
Cherianne,29,-1000,0
Cherice,67,-1000,0
Cherida,56,-1000,0
Cherie,20,-1000,0
Cherilyn,51,-1000,0
Cherilynn,5,-1000,0
Cherin,37,-1000,0
Cherise,18,-1000,0
Cherish,81,-1000,0
Cherlyn,42,-1000,0
Cherri,1,-1000,0
Cherrita,61,-1000,0
Cherry,45,-1000,0
Chery,98,-1000,0
Cherye,10,-1000,0
Cheryl,96,-1000,0
Cheslie,22,-1000,0
Chiarra,28,-1000,0
Chickie,27,-1000,0
Chicky,10,-1000,0
Chiquia,77,-1000,0
Chiquita,20,-1000,0
Chlo,76,-1000,0
Chloe,17,-1000,0
Chloette,17,-1000,0
Chloris,85,-1000,0
Chris,44,-1000,0
Chrissie,3,-1000,0
Chrissy,7,-1000,0
Christa,14,-1000,0
Christabel,3,-1000,0
Christabella,93,-1000,0
Christal,73,-1000,0
Christalle,4,-1000,0
Christan,60,-1000,0
Christean,94,-1000,0
Christel,58,-1000,0
Christen,62,-1000,0
Christi,75,-1000,0
Christian,15,-1000,0
Christiana,97,-1000,0
Christiane,17,-1000,0
Christie,51,-1000,0
Christin,14,-1000,0
Christina,64,-1000,0
Christine,42,-1000,0
Christy,99,-1000,0
Christye,89,-1000,0
Christyna,91,-1000,0
Chrysa,67,-1000,0
Chrysler,45,-1000,0
Chrystal,81,-1000,0
Chryste,23,-1000,0
Chrystel,35,-1000,0
Cicely,20,-1000,0
Cicily,24,-1000,0
Ciel,10,-1000,0
Cilka,47,-1000,0
Cinda,81,-1000,0
Cindee,49,-1000,0
Cindelyn,40,-1000,0
Cinderella,17,-1000,0
Cindi,27,-1000,0
Cindie,2,-1000,0
Cindra,4,-1000,0
Cindy,49,-1000,0
Cinnamon,22,-1000,0
Cissiee,9,-1000,0
Cissy,70,-1000,0
Clair,54,-1000,0
Claire,71,-1000,0
Clara,24,-1000,0
Clarabelle,5,-1000,0
Clare,97,-1000,0
Claresta,25,-1000,0
Clareta,63,-1000,0
Claretta,46,-1000,0
Clarette,6,-1000,0
Clarey,68,-1000,0
Clari,77,-1000,0
Claribel,49,-1000,0
Clarice,88,-1000,0
Clarie,78,-1000,0
Clarinda,31,-1000,0
Clarine,85,-1000,0
Clarissa,79,-1000,0
Clarisse,73,-1000,0
Clarita,41,-1000,0
Clary,84,-1000,0
Claude,98,-1000,0
Claudelle,52,-1000,0
Claudetta,67,-1000,0
Claudette,0,-1000,0
Claudia,4,-1000,0
Claudie,56,-1000,0
Claudina,70,-1000,0
Claudine,32,-1000,0
Clea,52,-1000,0
Clem,52,-1000,0
Clemence,60,-1000,0
Clementia,86,-1000,0
Clementina,6,-1000,0
Clementine,4,-1000,0
Clemmie,56,-1000,0
Clemmy,17,-1000,0
Cleo,30,-1000,0
Cleopatra,55,-1000,0
Clerissa,37,-1000,0
Clio,27,-1000,0
Clo,74,-1000,0
Cloe,77,-1000,0
Cloris,50,-1000,0
Clotilda,1,-1000,0
Clovis,58,-1000,0
Codee,46,-1000,0
Codi,37,-1000,0
Codie,43,-1000,0
Cody,59,-1000,0
Coleen,92,-1000,0
Colene,37,-1000,0
Coletta,54,-1000,0
Colette,68,-1000,0
Colleen,71,-1000,0
Collen,20,-1000,0
Collete,68,-1000,0
Collette,18,-1000,0
Collie,45,-1000,0
Colline,53,-1000,0
Colly,14,-1000,0
Con,47,-1000,0
Concettina,83,-1000,0
Conchita,38,-1000,0
Concordia,92,-1000,0
