City,Value,ValueFaux,y
Anabal,4,-1000,0
Anabel,21,-1000,0
Anabella,18,-1000,0
Anabelle,21,-1000,0
Analiese,17,-1000,0
Analise,41,-1000,0
Anallese,26,-1000,0
Anallise,14,-1000,0
Anastasia,76,-1000,0
Anastasie,34,-1000,0
Anastassia,26,-1000,0
Anatola,42,-1000,0
Andee,63,-1000,0
Andeee,95,-1000,0
Anderea,18,-1000,0
Andi,15,-1000,0
Andie,30,-1000,0
Andra,69,-1000,0
Andrea,68,-1000,0
Andreana,2,-1000,0
Andree,59,-1000,0
Andrei,1,-1000,0
Andria,38,-1000,0
Andriana,20,-1000,0
Andriette,43,-1000,0
Andromache,90,-1000,0
Andy,5,-1000,0
Anestassia,5,-1000,0
Anet,0,-1000,0
Anett,29,-1000,0
Anetta,64,-1000,0
Anette,8,-1000,0
Ange,53,-1000,0
Angel,77,-1000,0
Angela,13,-1000,0
Angele,39,-1000,0
Angelia,88,-1000,0
Angelica,99,-1000,0
Angelika,20,-1000,0
Angelina,74,-1000,0
Angeline,16,-1000,0
Angelique,49,-1000,0
Angelita,43,-1000,0
Angelle,86,-1000,0
Angie,54,-1000,0
Angil,21,-1000,0
Angy,41,-1000,0
Ania,81,-1000,0
Anica,99,-1000,0
Anissa,94,-1000,0
Anita,16,-1000,0
Anitra,8,-1000,0
Anjanette,37,-1000,0
Anjela,94,-1000,0
Ann,9,-1000,0
Ann-Marie,25,-1000,0
Anna,92,-1000,0
Anna-Diana,88,-1000,0
Anna-Diane,57,-1000,0
Anna-Maria,52,-1000,0
Annabal,27,-1000,0
Annabel,16,-1000,0
Annabela,85,-1000,0
Annabell,16,-1000,0
Annabella,28,-1000,0
Annabelle,77,-1000,0
Annadiana,81,-1000,0
Annadiane,36,-1000,0
Annalee,57,-1000,0
Annaliese,21,-1000,0
Annalise,27,-1000,0
Annamaria,42,-1000,0
Annamarie,38,-1000,0
Anne,56,-1000,0
Anne-Corinne,1,-1000,0
Anne-Marie,80,-1000,0
Annecorinne,69,-1000,0
Anneliese,2,-1000,0
Annelise,9,-1000,0
Annemarie,77,-1000,0
Annetta,83,-1000,0
Annette,5,-1000,0
Anni,3,-1000,0
Annice,52,-1000,0
Annie,17,-1000,0
Annis,20,-1000,0
Annissa,87,-1000,0
Annmaria,90,-1000,0
Annmarie,24,-1000,0
Annnora,48,-1000,0
Annora,92,-1000,0
Anny,12,-1000,0
Anselma,19,-1000,0
Ansley,38,-1000,0
Anstice,17,-1000,0
Anthe,2,-1000,0
Anthea,31,-1000,0
Anthia,62,-1000,0
Anthiathia,95,-1000,0
Antoinette,57,-1000,0
Antonella,55,-1000,0
Antonetta,39,-1000,0
Antonia,75,-1000,0
Antonie,84,-1000,0
Antonietta,67,-1000,0
Antonina,10,-1000,0
Anya,52,-1000,0
Appolonia,11,-1000,0
April,19,-1000,0
Aprilette,79,-1000,0
Ara,72,-1000,0
Arabel,82,-1000,0
Arabela,11,-1000,0
Arabele,81,-1000,0
Arabella,69,-1000,0
Arabelle,65,-1000,0
Arda,5,-1000,0
Ardath,22,-1000,0
Ardeen,64,-1000,0
Ardelia,99,-1000,0
Ardelis,64,-1000,0
Ardella,79,-1000,0
Ardelle,70,-1000,0
Arden,67,-1000,0
Ardene,34,-1000,0
Ardenia,30,-1000,0
Ardine,45,-1000,0
Ardis,33,-1000,0
Ardisj,99,-1000,0
Ardith,98,-1000,0
Ardra,38,-1000,0
Ardyce,31,-1000,0
Ardys,79,-1000,0
Ardyth,96,-1000,0
Aretha,1,-1000,0
Ariadne,39,-1000,0
Ariana,61,-1000,0
Aridatha,89,-1000,0
Ariel,85,-1000,0
Ariela,78,-1000,0
Ariella,98,-1000,0
Arielle,5,-1000,0
Arlana,49,-1000,0
Arlee,4,-1000,0
Arleen,73,-1000,0
Arlen,44,-1000,0
Arlena,40,-1000,0
Arlene,54,-1000,0
Arleta,97,-1000,0
Arlette,36,-1000,0
Arleyne,65,-1000,0
Arlie,17,-1000,0
Arliene,81,-1000,0
Arlina,95,-1000,0
Arlinda,94,-1000,0
Arline,94,-1000,0
Arluene,11,-1000,0
Arly,69,-1000,0
Arlyn,46,-1000,0
Arlyne,25,-1000,0
Aryn,76,-1000,0
Ashely,91,-1000,0
Ashia,56,-1000,0
Ashien,88,-1000,0
Ashil,36,-1000,0
Ashla,22,-1000,0
Ashlan,56,-1000,0
Ashlee,48,-1000,0
Ashleigh,38,-1000,0
Ashlen,57,-1000,0
Ashley,74,-1000,0
Ashli,1,-1000,0
Ashlie,92,-1000,0
Ashly,4,-1000,0
Asia,28,-1000,0
Astra,1,-1000,0
Astrid,66,-1000,0
Astrix,0,-1000,0
Atalanta,69,-1000,0
Athena,36,-1000,0
Athene,71,-1000,0
Atlanta,61,-1000,0
Atlante,95,-1000,0
Auberta,45,-1000,0
Aubine,12,-1000,0
Aubree,50,-1000,0
Aubrette,1,-1000,0
Aubrey,41,-1000,0
Aubrie,74,-1000,0
Aubry,48,-1000,0
Audi,43,-1000,0
Audie,17,-1000,0
Audra,59,-1000,0
Audre,7,-1000,0
Audrey,88,-1000,0
Audrie,78,-1000,0
Audry,3,-1000,0
Audrye,45,-1000,0
Audy,15,-1000,0
Augusta,11,-1000,0
Auguste,43,-1000,0
Augustina,45,-1000,0
Augustine,48,-1000,0
Aundrea,29,-1000,0
Aura,54,-1000,0
Aurea,29,-1000,0
Aurel,47,-1000,0
Aurelea,33,-1000,0
Aurelia,29,-1000,0
Aurelie,87,-1000,0
Auria,51,-1000,0
Aurie,57,-1000,0
Aurilia,30,-1000,0
Aurlie,15,-1000,0
Auroora,66,-1000,0
Aurora,50,-1000,0
Aurore,2,-1000,0
Austin,36,-1000,0
Austina,45,-1000,0
Austine,32,-1000,0
Ava,85,-1000,0
Aveline,44,-1000,0
Averil,53,-1000,0
Averyl,54,-1000,0
Avie,88,-1000,0
Avis,51,-1000,0
Aviva,61,-1000,0
Avivah,63,-1000,0
Avril,41,-1000,0
Avrit,45,-1000,0
Ayn,50,-1000,0
Bab,94,-1000,0
Babara,86,-1000,0
Babb,91,-1000,0
Babbette,38,-1000,0
Babbie,84,-1000,0
Babette,63,-1000,0
Babita,74,-1000,0
Babs,63,-1000,0
Bambi,47,-1000,0
Bambie,16,-1000,0
Bamby,98,-1000,0
Barb,48,-1000,0
Barbabra,5,-1000,0
Barbara,82,-1000,0
Barbara-Anne,93,-1000,0
Barbaraanne,84,-1000,0
Barbe,99,-1000,0
Barbee,88,-1000,0
Barbette,92,-1000,0
Barbey,66,-1000,0
Barbi,84,-1000,0
Barbie,19,-1000,0
Barbra,39,-1000,0
Barby,28,-1000,0
Bari,60,-1000,0
Barrie,84,-1000,0
Barry,22,-1000,0
Basia,21,-1000,0
Bathsheba,46,-1000,0
Batsheva,70,-1000,0
Bea,20,-1000,0
Beatrice,51,-1000,0
Beatrisa,87,-1000,0
Beatrix,12,-1000,0
Beatriz,38,-1000,0
Bebe,29,-1000,0
Becca,32,-1000,0
Becka,85,-1000,0
Becki,7,-1000,0
Beckie,84,-1000,0
Becky,18,-1000,0
Bee,61,-1000,0
Beilul,71,-1000,0
Beitris,98,-1000,0
Bekki,97,-1000,0
Bel,94,-1000,0
Belia,21,-1000,0
Belicia,43,-1000,0
Belinda,57,-1000,0
Belita,67,-1000,0
Bell,16,-1000,0
Bella,11,-1000,0
Bellanca,11,-1000,0
Belle,81,-1000,0
Bellina,32,-1000,0
Belva,42,-1000,0
Belvia,7,-1000,0
Bendite,71,-1000,0
Benedetta,75,-1000,0
Benedicta,95,-1000,0
Benedikta,4,-1000,0
Benetta,30,-1000,0
Benita,79,-1000,0
Benni,61,-1000,0
Bennie,4,-1000,0
Benny,65,-1000,0
Benoite,18,-1000,0
Berenice,72,-1000,0
Beret,61,-1000,0
Berget,14,-1000,0
Berna,66,-1000,0
Bernadene,47,-1000,0
Bernadette,94,-1000,0
Bernadina,83,-1000,0
Bernadine,72,-1000,0
Bernardina,26,-1000,0
Bernardine,36,-1000,0
Bernelle,17,-1000,0
Bernete,53,-1000,0
Bernetta,17,-1000,0
Bernette,62,-1000,0
Berni,11,-1000,0
Bernice,24,-1000,0
Bernie,23,-1000,0
Bernita,99,-1000,0
Berny,98,-1000,0
Berri,12,-1000,0
Berrie,1,-1000,0
Berry,51,-1000,0
Bert,74,-1000,0
Berta,58,-1000,0
Berte,72,-1000,0
Bertha,73,-1000,0
Berthe,2,-1000,0
Berti,74,-1000,0
Bertie,60,-1000,0
Bertina,83,-1000,0
Bertine,36,-1000,0
Berty,38,-1000,0
Beryl,37,-1000,0
Beryle,2,-1000,0
Bess,97,-1000,0
Bessie,96,-1000,0
Bessy,17,-1000,0
Beth,2,-1000,0
Bethanne,86,-1000,0
Bethany,31,-1000,0
Bethena,34,-1000,0
Bethina,55,-1000,0
Betsey,58,-1000,0
Betsy,70,-1000,0
Betta,24,-1000,0
Bette,93,-1000,0
Bette-Ann,36,-1000,0
Betteann,25,-1000,0
Betteanne,45,-1000,0
Betti,61,-1000,0
Bettina,88,-1000,0
Bettine,40,-1000,0
Betty,50,-1000,0
Bettye,63,-1000,0
Beulah,24,-1000,0
Bev,87,-1000,0
Beverie,68,-1000,0
Beverlee,65,-1000,0
Beverley,75,-1000,0
Beverlie,27,-1000,0
Beverly,39,-1000,0
Bevvy,36,-1000,0
Bianca,51,-1000,0
Bianka,31,-1000,0
Bibbie,16,-1000,0
Bibby,80,-1000,0
Bibbye,59,-1000,0
Bibi,77,-1000,0
Biddie,55,-1000,0
Biddy,4,-1000,0
Bidget,42,-1000,0
Bili,50,-1000,0
Bill,67,-1000,0
Billi,91,-1000,0
Billie,17,-1000,0
Billy,48,-1000,0
Billye,95,-1000,0
Binni,62,-1000,0
Binnie,23,-1000,0
Binny,97,-1000,0
Bird,25,-1000,0
Birdie,87,-1000,0
Birgit,61,-1000,0
Birgitta,14,-1000,0
Blair,76,-1000,0
Blaire,20,-1000,0
Blake,92,-1000,0
Blakelee,57,-1000,0
Blakeley,13,-1000,0
Blanca,71,-1000,0
Blanch,31,-1000,0
Blancha,51,-1000,0
Blanche,1,-1000,0
Blinni,20,-1000,0
Blinnie,10,-1000,0
Blinny,20,-1000,0
Bliss,86,-1000,0
Blisse,35,-1000,0
Blithe,1,-1000,0
Blondell,37,-1000,0
Blondelle,55,-1000,0
Blondie,46,-1000,0
Blondy,2,-1000,0
Blythe,31,-1000,0
Bobbe,47,-1000,0
Bobbee,52,-1000,0
Bobbette,67,-1000,0
Bobbi,6,-1000,0
Bobbie,71,-1000,0
Bobby,18,-1000,0
Bobbye,21,-1000,0
Bobette,21,-1000,0
Bobina,10,-1000,0
Bobine,0,-1000,0
Bobinette,10,-1000,0
Bonita,88,-1000,0
Bonnee,74,-1000,0
Bonni,64,-1000,0
Bonnibelle,66,-1000,0
Bonnie,12,-1000,0
Bonny,98,-1000,0
Brana,22,-1000,0
Brandais,48,-1000,0
Brande,85,-1000,0
Brandea,41,-1000,0
Brandi,57,-1000,0
Brandice,54,-1000,0
Brandie,24,-1000,0
Brandise,0,-1000,0
Brandy,79,-1000,0
Breanne,60,-1000,0
Brear,48,-1000,0
Bree,18,-1000,0
Breena,16,-1000,0
Bren,89,-1000,0
Brena,43,-1000,0
Brenda,2,-1000,0
Brenn,14,-1000,0
Brenna,89,-1000,0
Brett,29,-1000,0
Bria,21,-1000,0
Briana,9,-1000,0
Brianna,80,-1000,0
Brianne,32,-1000,0
Bride,63,-1000,0
Bridget,88,-1000,0
Bridgette,53,-1000,0
Bridie,93,-1000,0
Brier,63,-1000,0
Brietta,93,-1000,0
Brigid,44,-1000,0
Brigida,52,-1000,0
Brigit,41,-1000,0
Brigitta,25,-1000,0
Brigitte,31,-1000,0
Brina,35,-1000,0
Briney,86,-1000,0
Brinn,39,-1000,0
Brinna,48,-1000,0
Briny,58,-1000,0
Brit,69,-1000,0
Brita,30,-1000,0
Britney,24,-1000,0
Britni,60,-1000,0
Britt,46,-1000,0
Britta,55,-1000,0
Brittan,25,-1000,0
Brittaney,92,-1000,0
Brittani,96,-1000,0
Brittany,34,-1000,0
Britte,7,-1000,0
Britteny,12,-1000,0
Brittne,57,-1000,0
Brittney,29,-1000,0
Brittni,41,-1000,0
Brook,67,-1000,0
Brooke,53,-1000,0
Brooks,95,-1000,0
Brunhilda,57,-1000,0
Brunhilde,4,-1000,0
Bryana,62,-1000,0
Bryn,65,-1000,0
Bryna,19,-1000,0
Brynn,57,-1000,0
Brynna,76,-1000,0
Brynne,7,-1000,0
Buffy,94,-1000,0
Bunni,43,-1000,0
Bunnie,38,-1000,0
Bunny,85,-1000,0
Cacilia,93,-1000,0
Cacilie,76,-1000,0
Cahra,24,-1000,0
Cairistiona,82,-1000,0
Caitlin,6,-1000,0
Caitrin,99,-1000,0
Cal,89,-1000,0
Calida,26,-1000,0
Calla,95,-1000,0
Calley,47,-1000,0
Calli,65,-1000,0
Callida,43,-1000,0
Callie,29,-1000,0
Cally,78,-1000,0
Calypso,34,-1000,0
Cam,0,-1000,0
Camala,85,-1000,0
Camel,5,-1000,0
Camella,26,-1000,0
Camellia,70,-1000,0
Cami,87,-1000,0
Camila,15,-1000,0
Camile,56,-1000,0
Camilla,70,-1000,0
Camille,23,-1000,0
Cammi,67,-1000,0
Cammie,6,-1000,0
Cammy,44,-1000,0
Candace,88,-1000,0
Candi,65,-1000,0
Candice,41,-1000,0
Candida,88,-1000,0
Candide,85,-1000,0
Candie,26,-1000,0
Candis,84,-1000,0
Candra,90,-1000,0
Candy,79,-1000,0
Caprice,50,-1000,0
Cara,32,-1000,0
Caralie,84,-1000,0
Caren,96,-1000,0
Carena,20,-1000,0
Caresa,57,-1000,0
Caressa,18,-1000,0
Caresse,32,-1000,0
Carey,41,-1000,0
Cari,89,-1000,0
Caria,42,-1000,0
Carie,14,-1000,0
Caril,95,-1000,0
Carilyn,8,-1000,0
Carin,87,-1000,0
Carina,32,-1000,0
Carine,66,-1000,0
Cariotta,71,-1000,0
Carissa,76,-1000,0
Carita,68,-1000,0
Caritta,90,-1000,0
Carla,77,-1000,0
Carlee,29,-1000,0
Carleen,1,-1000,0
Carlen,23,-1000,0
Carlene,54,-1000,0
Carley,5,-1000,0
Carlie,12,-1000,0
Carlin,18,-1000,0
Carlina,41,-1000,0
Carline,8,-1000,0
Carlita,8,-1000,0
Carlota,7,-1000,0
Carlotta,92,-1000,0
Carly,27,-1000,0
Carlye,24,-1000,0
Carlyn,86,-1000,0
Carlynn,11,-1000,0
Carlynne,22,-1000,0
Carma,7,-1000,0
Carmel,10,-1000,0
Carmela,21,-1000,0
Carmelia,49,-1000,0
Carmelina,73,-1000,0
Carmelita,44,-1000,0
Carmella,78,-1000,0
Carmelle,97,-1000,0
Carmen,9,-1000,0
Carmencita,27,-1000,0
Carmina,1,-1000,0
Carmine,86,-1000,0
Carmita,71,-1000,0
Carmon,92,-1000,0
Caro,41,-1000,0
Carol,88,-1000,0
Carol-Jean,12,-1000,0
Carola,62,-1000,0
Carolan,26,-1000,0
Carolann,64,-1000,0
Carole,84,-1000,0
Carolee,55,-1000,0
Carolin,34,-1000,0
Carolina,5,-1000,0
Caroline,54,-1000,0
Caroljean,31,-1000,0
Carolyn,15,-1000,0
Carolyne,18,-1000,0
Carolynn,54,-1000,0
Caron,53,-1000,0
Carree,93,-1000,0
Carri,82,-1000,0
Carrie,67,-1000,0
Carrissa,45,-1000,0
Carroll,85,-1000,0
Carry,30,-1000,0
Cary,56,-1000,0
Caryl,33,-1000,0
Caryn,25,-1000,0
Casandra,34,-1000,0
Casey,43,-1000,0
Casi,12,-1000,0
Casie,59,-1000,0
Cass,68,-1000,0
Cassandra,64,-1000,0
Cassandre,2,-1000,0
Cassandry,23,-1000,0
Cassaundra,21,-1000,0
Cassey,71,-1000,0
Cassi,15,-1000,0
Cassie,91,-1000,0
Cassondra,74,-1000,0
Cassy,75,-1000,0
Catarina,41,-1000,0
Cate,34,-1000,0
Caterina,82,-1000,0
Catha,95,-1000,0
Catharina,47,-1000,0
Catharine,26,-1000,0
Cathe,83,-1000,0
Cathee,74,-1000,0
Catherin,43,-1000,0
Catherina,4,-1000,0
Catherine,87,-1000,0
Cathi,85,-1000,0
Cathie,9,-1000,0
Cathleen,34,-1000,0
Cathlene,32,-1000,0
Cathrin,15,-1000,0
Cathrine,48,-1000,0
Cathryn,51,-1000,0
Cathy,38,-1000,0
Cathyleen,71,-1000,0
Cati,7,-1000,0
Catie,66,-1000,0
Catina,34,-1000,0
Catlaina,58,-1000,0
Catlee,18,-1000,0
Catlin,34,-1000,0
Catrina,69,-1000,0
Catriona,76,-1000,0
Caty,65,-1000,0
Caye,50,-1000,0
Cayla,39,-1000,0
Cecelia,55,-1000,0
Cecil,26,-1000,0
Cecile,96,-1000,0
Ceciley,34,-1000,0
Cecilia,10,-1000,0
Cecilla,27,-1000,0
Cecily,30,-1000,0
Ceil,63,-1000,0
Cele,1,-1000,0
Celene,16,-1000,0
Celesta,45,-1000,0
Celeste,78,-1000,0
Celestia,51,-1000,0
Celestina,16,-1000,0
Celestine,60,-1000,0
Celestyn,34,-1000,0
Celestyna,65,-1000,0
Celia,65,-1000,0
Celie,6,-1000,0
Celina,15,-1000,0
Celinda,65,-1000,0
Celine,1,-1000,0
Celinka,99,-1000,0
Celisse,44,-1000,0
Celka,4,-1000,0
Celle,39,-1000,0
Cesya,63,-1000,0
Chad,93,-1000,0
Chanda,13,-1000,0
Chandal,79,-1000,0
Chandra,68,-1000,0
Channa,80,-1000,0
Chantal,84,-1000,0
Chantalle,72,-1000,0
Charil,19,-1000,0
Charin,17,-1000,0
Charis,88,-1000,0
Charissa,32,-1000,0
Charisse,41,-1000,0
Charita,29,-1000,0
Charity,75,-1000,0
Charla,88,-1000,0
Charlean,78,-1000,0
Charleen,60,-1000,0
Charlena,90,-1000,0
Charlene,47,-1000,0
Charline,9,-1000,0
Charlot,49,-1000,0
Charlotta,74,-1000,0
Charlotte,98,-1000,0
Charmain,43,-1000,0
Charmaine,13,-1000,0
Charmane,84,-1000,0
Charmian,82,-1000,0
Charmine,92,-1000,0
Charmion,4,-1000,0
Charo,45,-1000,0
Charyl,63,-1000,0
Chastity,54,-1000,0
Chelsae,53,-1000,0
Chelsea,34,-1000,0
Chelsey,41,-1000,0
Chelsie,7,-1000,0
Chelsy,14,-1000,0
Cher,40,-1000,0
Chere,79,-1000,0
Cherey,7,-1000,0
Cheri,0,-1000,0
Cherianne,74,-1000,0
Cherice,95,-1000,0
Cherida,6,-1000,0
Cherie,31,-1000,0
Cherilyn,12,-1000,0
Cherilynn,47,-1000,0
Cherin,68,-1000,0
Cherise,34,-1000,0
Cherish,37,-1000,0
Cherlyn,61,-1000,0
Cherri,79,-1000,0
Cherrita,70,-1000,0
Cherry,52,-1000,0
Chery,66,-1000,0
Cherye,51,-1000,0
Cheryl,92,-1000,0
Cheslie,28,-1000,0
Chiarra,85,-1000,0
Chickie,35,-1000,0
Chicky,10,-1000,0
Chiquia,7,-1000,0
Chiquita,25,-1000,0
Chlo,98,-1000,0
Chloe,61,-1000,0
Chloette,16,-1000,0
Chloris,80,-1000,0
Chris,20,-1000,0
Chrissie,15,-1000,0
Chrissy,0,-1000,0
Christa,94,-1000,0
Christabel,95,-1000,0
Christabella,67,-1000,0
Christal,62,-1000,0
Christalle,47,-1000,0
Christan,29,-1000,0
Christean,3,-1000,0
Christel,22,-1000,0
Christen,63,-1000,0
Christi,72,-1000,0
Christian,95,-1000,0
Christiana,80,-1000,0
Christiane,12,-1000,0
Christie,47,-1000,0
Christin,78,-1000,0
Christina,36,-1000,0
Christine,78,-1000,0
Christy,68,-1000,0
Christye,9,-1000,0
Christyna,68,-1000,0
Chrysa,83,-1000,0
Chrysler,48,-1000,0
Chrystal,24,-1000,0
Chryste,68,-1000,0
Chrystel,17,-1000,0
Cicely,7,-1000,0
Cicily,14,-1000,0
Ciel,50,-1000,0
Cilka,98,-1000,0
Cinda,80,-1000,0
Cindee,50,-1000,0
Cindelyn,2,-1000,0
Cinderella,39,-1000,0
Cindi,50,-1000,0
Cindie,95,-1000,0
Cindra,74,-1000,0
Cindy,78,-1000,0
Cinnamon,82,-1000,0
Cissiee,82,-1000,0
Cissy,24,-1000,0
Clair,70,-1000,0
Claire,31,-1000,0
Clara,88,-1000,0
Clarabelle,7,-1000,0
Clare,32,-1000,0
Claresta,47,-1000,0
Clareta,85,-1000,0
Claretta,25,-1000,0
Clarette,84,-1000,0
Clarey,12,-1000,0
Clari,65,-1000,0
Claribel,32,-1000,0
Clarice,52,-1000,0
Clarie,62,-1000,0
Clarinda,91,-1000,0
Clarine,4,-1000,0
Clarissa,20,-1000,0
Clarisse,47,-1000,0
Clarita,75,-1000,0
Clary,70,-1000,0
Claude,74,-1000,0
Claudelle,87,-1000,0
Claudetta,88,-1000,0
Claudette,23,-1000,0
Claudia,36,-1000,0
Claudie,97,-1000,0
Claudina,88,-1000,0
Claudine,96,-1000,0
Clea,50,-1000,0
Clem,64,-1000,0
Clemence,18,-1000,0
Clementia,73,-1000,0
Clementina,3,-1000,0
Clementine,36,-1000,0
Clemmie,72,-1000,0
Clemmy,9,-1000,0
Cleo,31,-1000,0
Cleopatra,59,-1000,0
Clerissa,21,-1000,0
Clio,6,-1000,0
Clo,13,-1000,0
Cloe,18,-1000,0
Cloris,39,-1000,0
Clotilda,30,-1000,0
Clovis,89,-1000,0
Codee,80,-1000,0
Codi,2,-1000,0
Codie,58,-1000,0
Cody,3,-1000,0
Coleen,38,-1000,0
Colene,74,-1000,0
Coletta,97,-1000,0
Colette,83,-1000,0
Colleen,78,-1000,0
Collen,50,-1000,0
Collete,71,-1000,0
Collette,74,-1000,0
Collie,82,-1000,0
Colline,33,-1000,0
Colly,31,-1000,0
Con,27,-1000,0
Concettina,46,-1000,0
Conchita,6,-1000,0
Concordia,43,-1000,0
